	ActualOutput	Sentence	sentiment
801	1	the creative labs zen xtra has all the features the i-pod has and if you get if from amazon your only going to pay $ 300 for this great player .	1
802	-1	that 's a huge plus by itself compared to the infamous ipod and similar mp3 players where the battery is permanently installed & removing it voids the warranty .	1
803	-1	typically , the problem is the headphone jack -- it was for me and many others .	-1
804	1	and also , it 's priced very affordably .	1
805	-1	this is not the unit you should use if you go jogging anyway .	-1
806	-1	i think it fell right on the earphone plug when it fell ( murphy strikes again ) .	-1
807	1	it 's a very intuitive program .	-1
808	-1	3 .	-1
809	-1	i was prepared to love it .	-1
810	-1	i have a large but not huge cd collection and have loaded everything i want to listen to on it and still have 13 gigabytes free .	-1
811	1	the eax settings are somewhat superfluous but not really a negative .	-1
812	-1	3 ) folders cannot be created for the audio files .	-1
813	-1	did i mention i 've already dropped it once ?	-1
814	1	you of course have some good customization options with the unit as well ( sound presets , navigating options , playlists , etc ) .	1
815	-1	it also stores data so i can see myself placing some data files on here .	-1
816	-1	you can also delete songs from the player itself , and create playlists - on the fly - on your player .	-1
817	-1	i did a little research on the web and this is the player i decided on .	-1
818	-1	ipod users have to send theirs back and pay $ 100 for a replacement .	-1
819	-1	i wanted to use the nomad with a cassette style car adapter .	-1
820	1	the software is quick & easy to use & i found the entire process very easily mastered .	1
821	-1	this is rarely a problem with any kind of popular music , but can be troublesome with classical music where tracks are identified by tempi .	-1
822	1	as often mentioned , the scroll tab is average , however , not difficult to use or horrible .	-1
823	1	accessing files by artist and album ( i mostly look things up by artist ) is easy and intuitive .	1
824	-1	so far the player froze on me once ( i started pushing buttons before it loaded ) but since is hard drive based - you have to expect that .	-1
825	-1	i purchased a jukebox , it got fried while being recharged , they asked for $ 20usd just to look at it and said that they would charge me for repaing the damned thing .	-1
826	-1	also , the sound is wonderful ... my only gripe were those aweful earphones that this came with .	-1
827	1	sound quality is wonderful , i really like the smart volume sound normalization .	1
828	-1	i can 't simply bring up my entire list of songs , click play , and then hit next .	-1
829	-1	the mediasource itself was flaky ... crashing my explorer twice within the first hour ( the crash did n't require a reboot ) ... but after another reboot , it has n't crashed since .	-1
830	-1	it 'll take 10-15 business days for them to decide form when they get it .	-1
831	-1	for those out there that are not familiar with mp3 encoding , you can encode your cd 's at varying quality levels .	-1
832	-1	it took me about 5 minutes before i had mastered the controls .	-1
833	1	"working for 10 hours with it on "" shuffle "" totally rocks ! !"	-1
834	1	it 's very solidly built , and has a nice dense feel to it .	1
835	1	it is an extremely cool gizmo .	-1
836	-1	after messing with it at a store i noticed how bad the i-pod was .	-1
837	-1	this is my fourth mp3 player ( creative nomad jukebox2 and 3 , rio chie , and this one ) , and my third player from creative .	-1
838	-1	however , if anyone has participated in violent or extreme sports while using their zen , please share your experiences .	-1
839	-1	after playing with this little device , i do n't know why i would look at an ipod with the same space when it costs $ 500 and i got mine for a little more than half that price !	-1
840	-1	i bought this only to have it break within a month .	-1
841	-1	the locations of various buttons on one side or the other is somewhat illogical	-1
842	1	overall i like it .	1
843	-1	most people love the appearance and praise the touch sensitive buttons .	1
844	-1	now , even 1 star seems like i 'm giving creative the benefit of the doubt .	-1
845	-1	i have n't quite figured this one out yet , but it is probably operator error .	-1
846	1	i 'm really happy with this purchase .	-1
847	-1	i was able to return it to the retailer where i bought it and got a replacement .	-1
848	-1	bummer as it has great sound quality .	1
849	-1	you are better off deleting it , re-ripping it with the new title and then transferring it to the player .	-1
850	-1	i got it now , and i 'm diggin ' it .	-1
851	-1	is eax faulty ?	-1
852	-1	the software is not good either and the driver has trouble working with other sound blaster products , which is very dumb .	1
853	-1	i probably would have liked to have a player in something other than silver / metallic ... like the battery adapters on their usb thumbdrive ( muvo nx ) mp3 player models .	-1
854	-1	i just got a 40gb ipod to replace my zen ( a 20gb model ) .	-1
855	-1	i think the lack of the mp3 player being able to run without special software is also a downer , becuase it makes it more cumbersome for people less computer illiterate .	-1
856	-1	i bought myself an rca mp3-cd player , and i 'm happy with that until a cheap , worthwhile mp3 player coomes out .	-1
857	1	this thing is great , i like to use it to pick up tough stains on my countertop and also to listen to my old 8-track records .	-1
858	-1	now i dont have to lug around 80 cds if i dont know what i 'm going to want to listen to biking home .	-1
859	-1	it would have been much easier to use a windows explorer style navigation system .	-1
860	-1	player controls :	-1
861	-1	i was cruising around the device within 20 minutes .	-1
862	-1	get better headphones .	-1
863	1	even the battery life is great - it advertises 14 hours , it 's actually a little less but still good .	1
864	-1	look / design :	-1
865	-1	i am crossing my finger and wish they will fix the problem .	-1
866	-1	1 .	-1
867	1	first of all the player 's sound quality is superior to the ipod .	1
868	-1	for ipod you have to buy a cable and it is n't compatible with all windows pcs.	-1
869	-1	i got mine for $ 160 less than the ipod 30gb ( got an extra $ 30 off for applying for an amazon visa ... thanks amazon ! )	-1
870	1	- best in class sound	-1
871	-1	that 's why you have these things that can be keychain size .	-1
872	-1	come on, at $ 300 they could at least put in a good pair of earphones .	-1
873	-1	fm receiver - it has none .	-1
874	-1	here 's something you have to know before you considering about buying this one .	-1
875	-1	however , i do n't like to carry it on my belt because the clip is n't secure and the case can slip off .	-1
876	-1	had there been strange noises , or obvious defects , i would have accepted a replacement , but this is clearly from a defective and inferior operating system and i for one do not intend on waiting for patches .	-1
877	-1	if you are out for an mp3 player with a lot of memory and do not want to spend a ton of money , i think this is a great purchase and strongly recommend it .	-1
878	-1	btw , if you * are * ripping your cds , mediasource accesses the cddb music catalog over the internet and the few cds i experimented with all provided good quality [ correct & uncluttered ] tag information .	-1
879	-1	almost half what an ipod would cost you !	-1
880	-1	i shopped around for a while before buying a hard-drive mp3 player .	-1
881	-1	i looked up the ipod , the dell jukebox , and the samsung napster player .	-1
882	-1	i did not managed to make creative nomad explorer to work .	-1
883	-1	"the zen does n't support folders so it is not really a storage device ; even with third party software that "" creates "" folders , documents and programs can 't be launched from the zen , so it is not a hard disk , it 's a storage device at best ."	-1
884	-1	if the casing of the player is this bad , i can 't image that the hardware is of very good quality .	1
885	1	the sound quality with jazz and pop music is equally superior .	1
886	1	i found using mediasource to load your songs to the nomad jukebox to be much easier and faster than using windows explorer .	-1
887	-1	there is no way the battery supplied lasts 14 hours !	-1
888	1	compared to other leading hdd mp3 players , the value per gb is the tops .	-1
889	-1	creative are * the * sound people for computers , i can 't understand why eax would introduce static .	-1
890	-1	it did lock up on me a couple of times .	-1
891	-1	rip your tunes at 192kb if you like , alhthough 128kb sounds just dandy , and you 'll get more tunes stored on it .	-1
892	1	extremely convenient .	-1
893	-1	bookmarks for example , are an excellent feature ... but not on this player .. .	-1
894	-1	that way i could keep it in the case all the time .	-1
895	-1	"point the "" media sniffer "" to your music files and let it do the rest ."	-1
896	1	"1 ) great sound ( > 98db signal-to-noise ratio beats ipod 's "" unspecified "" ratio ) and good power output allow the zen xtra to drive large head-phones as well as external speakers ."	1
897	-1	it is transferes a song in about 2 seconds .	-1
898	-1	usability ( button usage , feature selection , menu structure , display size and quality ) also has good feedback .	1
899	-1	i have uploaded about 3,000 songs now with very minimal difficulty . ( it 's fast too ! )	1
900	-1	how did this gigantic flaw go unnoticed by creative ?	-1
901	1	+ screen was good , easy to read	1
902	-1	also bought a soundblaster card that they sold for the mac .	-1
903	1	on the positive side , the sound of the player is pretty good , once you have everything configured .	1
904	-1	software - the software is crap .	-1
905	-1	- the top that covered the battery kept poping off without much of a touch near the bottom latch .	-1
906	-1	repair seems to be an issue ; some say the repair do n't exist	-1
907	-1	now i have to return it and rip all my music again .	-1
908	-1	here are the pros and cons ( few there are ) in detail :	-1
909	-1	this is unnecessary with id3 tags but people who like to organize their music in folders will not like the zen as the audio files do not allow subfolders but rely on id3 tags .	-1
910	-1	if you happen to push the wrong button , you can wipe out the order of songs you had put in .	-1
911	1	the zen xtra sounds great with good headphone and well recored mp3s .	1
912	-1	this thing does its job .	-1
913	-1	cons :	-1
914	-1	none of these are perfect .	-1
915	-1	i got an rma from creative , sent my player in to them for repairs .	-1
916	-1	solution ?	-1
917	-1	my opinions :	-1
918	-1	structurally , everything is secure and it wo n't fall apart on you .	-1
919	1	the auto-mode is good enough for most shots but the 4300 also boasts 12 versatile scene modes as well as a manual mode though i admit i have n't played with it too much on manual .	1
920	1	i 'm extremely glad i bought this camera .	-1
921	1	sunset feature takes incredible pics in the morning , and the evening !	-1
922	-1	it comes with a rechargable battery that does not seem to last all that long , especially if you use the flash a lot .	-1
923	1	they take excellent macro shots as well .	1
924	1	i compared this to a lot of other cameras , believe me , it 's value for money .	-1
925	1	the menus and features are easy to manipulate and access , and it takes silent movies .	1
926	-1	i have not yet figured out how to make it snap quick pictures for action shots .	-1
927	-1	this also allows you to turn on the camera on without having to remove the lens cap .	-1
928	1	"even at the "" normal "" setting , a 8x10 print ! shows not a single sign of visible rendering or pixels - you could never tell that the picture has been taken by a "" digital "" ."	-1
929	1	i enthusiastically recommend this camera .	1
930	-1	it does have a digital zoom on top of the optical zoom , but you sacrifice quality .	-1
931	1	the auto-focus performs well , but i love having the 12 optional scene modes - they are dummy-proof , and correspond to many situations in which i would actually seek to use the camera .	-1
932	-1	. images taken indoor were n't so clear .	1
933	1	but overall this is a good camera with a ' really good ' picture clarity ; an exceptional close-up shooting capability .	1
934	-1	and i finally settled on the nikon coolpix 4300 .	-1
935	-1	making the step from film to digital has been a great move .	1
936	1	if you have to buy a camera on a buget, this has got to be the one .	-1
937	-1	if something were to happen to my nikon coolpix 4300 , i would order another just like it .	-1
938	-1	4 an ac adapter for powering the camera while the battery 's out is not included , although one can be purchased separately .	-1
939	-1	3 . the pictures come out hazy if your hands shake even for a moment during the entire process of taking a picture .	-1
940	-1	the only drawbacks i 've encountered are : 1 indoor shots from a distance > 8ft lack contrast and color , but i 've found this to be a problem with all cameras with built-in flashes that i 've used even on a nikon slr .	-1
941	-1	a card with more memory is a must .	-1
942	-1	do n't let my five star rating fool you .	-1
943	1	still , at least from my perspective , a great camera for the money , and i 'm a happy camper !	1
944	-1	a minor quibble , since most cameras on the market still only include the 8mb cards .	-1
945	-1	"in manual , you can set it to "" single af "" where it will focus by depressing the shudder button prior to taking the pic ; this is not really a hinderance , you just have to be familiar with its menus and features ."	-1
946	-1	within a year , there are problems with my menu dial knob .	-1
947	-1	buy this camera , you wo n't regret it .	-1
948	1	2 it is easy enough for my grandmother to use .	1
949	-1	anybody can explain that ?	-1
950	-1	. lens cap is a really annoying	-1
951	-1	however , indoor pictures of subjects more than a few feet away can be blurry or grainy .	-1
952	-1	go get it .	-1
953	-1	we use older versions 880 , 885 of this model in the office and i find them to produce excellent quality photos .	1
954	-1	use the rechargeable because that saves you money and helps the environment in a long run .	-1
955	1	yes , the picture quality and features which are too numerous to mention are unmatched for any camera in this price range .	1
956	-1	my wife and i read and read and read reviews on different cameras for months .	-1
957	-1	i am looking forward to my vegas trip for some great photographs now .	1
958	-1	"a 64mb flash card camera comes with a 16mb holds 52 pictures on "" normal "" resolution ."	1
959	1	picture quality in outdoor settings is indistinguishable from 35mm .	-1
960	1	great camera , i have been using this for several months and got excellent results , simple friendly usage , in many scenes indoor , outdoor , snow , close up macro etc.	1
961	1	my friends were impressed with the quality of the pictures i took !	1
962	-1	i am an amateur photographer and here is a piece of advise to all the folks who are thinking about making a move the digital world .	-1
963	1	great camera .	1
964	-1	i wish the camera had a higher optical zoom so that i could take better wildlife photos .	-1
965	-1	got it for christmas , still learning a few of the settings , but i do n't take pictures every single day .	-1
966	1	i have not been disappointed with my purchase .	-1
967	-1	you got to have flash ' on ' to get it eventhough your room is well lit	-1
968	1	after nearly 800 pictures i have found that this nikon takes incredible pictures .	-1
969	-1	i would expecct the card to hold over 200 pictures for size of 1.2 mb/per .	-1
970	1	if you 're looking for a small , compact , super resolution digital camera , you can end your search with the nikon 4300 !	1
971	-1	so if you use your card reader ; copy images - you got to onceagain open them through their software to put the date ; time .	-1
972	1	9 3x built-in optical zoom is a lot for this price range .	-1
973	-1	all the above , i think , are problems with all the digital cameras out there and so i have no major complaints .	-1
974	-1	"1 . i had initially thought of buying a 2 or 3 megapixel camera but these are good for 4x6 "" or 5x7 "" prints and i wanted some really great 8x10 "" photos once in a while ."	-1
975	1	operating its many features is easy and often obvious - i 'm no annie lebovitz , but i was able to figure out most of its abilities just messing around with it at a camera store .	1
976	1	overall the nikon 4300 is a very dependable , robust , and useful little camera .	1
977	-1	better actually cause my carpet looks clean , lol .	-1
978	1	the quality is superb .	1
979	-1	i purchased it from amazon on a since discontinued promotion .	-1
980	-1	now where did i put that manual ?	-1
981	1	in the auto mode it functions basically as a point and click , the scene modes are very easy to use and produce good results .	1
982	-1	it comes with a 16mb flash card that you will need to upgrade !	-1
983	-1	i am a nikon fan , and owned and used slr nikon fe , n50 and n90s for many many years .	-1
984	-1	right now , i 'm researching for an inexpensive slave flash unit that 's designed for digital cameras .	-1
985	-1	i am new to the whole digital camera thing ; well , new to the whole camera thing period , really .	-1
986	1	4 mp gives you room for the future gaining experience ; cost offsets over time from wanting more in a camera , 3x optical and the fact that it carries nikon 's quality reputation behind it make the whole package prove itself worthwile at the price .	1
987	-1	this is my second digital camera , though i also use one at work and have some experience with several nikon and canon models .	-1
988	1	battery life is ok .	-1
989	1	the software you get with this camera is perfect .	1
990	1	it is small , unlike my canon slr , so it easily fits in my pocket .	1
991	-1	depending on all the above requirements , i had narrowed down my search to nikon 4300 and canon powershot s400 models .	-1
992	1	the nikon coolpix 4300 is wonderful -- easy to use , high quality , and compact in size .	1
993	-1	my room is so dark and when i tried taking pics of it with my old camera , they came out black , but with this , they look the same in the picture as in real life .	-1
994	-1	reason for two ?	-1
995	-1	i 've had no problem with canon whatsoever .	-1
996	1	seriously ! i love it !	1
997	-1	the regular mode in this camera works for 80 % of settings .	1
998	-1	with our compact 35mm broken , and a vacation in europe at hand , i finally decided to enter the digital age .	-1
999	-1	i reviewed several digital cameras before settling on this one .	-1
1000	1	the picturers are amazing .	-1
1001	1	it really is an awesome camera that is hard to beat for general-to moderate snapping .	1
1002	-1	i send my camera to nikon for servicing , took them a whole 6 weeks to diagnose the problem .	-1
1003	1	i found the controls very intuitive and learned how to manuver through the menus quickly .	-1
1004	-1	however , as an average person with unsteady hands , i doubt it 'll perform well in lower light settings .	-1
1005	1	really happy with this little camera .	1
1006	1	i expected the 12x digital zoom to be grainy , but onfull size high to fine quality , the zoomed images are quite impressive .	-1
1007	1	the manual mode is feature rich and i can 't wait to get the hang of it .	-1
1008	1	the pictures are absolutely amazing - the camera captures the minutest of details .	-1
1009	1	otherwise , it takes very good pictures ; shutter delay is n't so bad either .	1
1010	-1	i purchased the nikon 4300 after several weeks of searching .	-1
1011	1	however , its 3x optical setting is acceptable for 70 % of the shots that i take .	-1
1012	1	it takes great pictures .	1
1013	1	the battery life is very good , i got about 90 minutes with the lcd turned on all the time , the first time around , and i have been using it with the lcd off every now and then , and have yet needed to recharge it .	1
1014	1	the battery recharges ral fast and the recharger thingy that comes with is real nice .	1
1015	1	nikon 4300 , i feel , is the best camera out there for the features and price .	1
1016	-1	2 . i did not want a very small camera as it seems to get lost in my hands and i was n't comfortable with that .	-1
1017	-1	in reality , these are the only drawbacks this camera has , much less than many other models !	-1
1018	-1	2 the battery life seems to be on the short side but adequate for most situations .	-1
1019	-1	try to buy a tripod and that should solve some of those problems .	-1
1020	-1	"5 for "" digital film "" it uses compact flash cards , which are easy to find , cheap , reliable and supported by many other devices you may have at hoome ."	-1
1021	-1	2 . it takes a while for the camera to actually capture the photograph from the time you click the button and i have seen people becoming a little impatient waiting for the flash to glow .	-1
1022	-1	i also got a ur-e 4 step down ring adapter , lc-e 900 lens cap , and the nikon 28mm filter set .	-1
1023	-1	for more , you sacrifice weight and size : more optical zoom requires more glass and focal length .	-1
1024	-1	also , their t-zones , although cheap ( $ 4.99 / mo. ) never works .	1
1025	-1	the most important thing for me is sound quality .	1
1026	1	it has fm radio option and i can listen to music anytime .	-1
1027	1	battery life is very good , i use it every day and i have to charge it every 5 or 6 days or so .	1
1028	-1	"i find a great amount of value in this option for any and all the people that travel buy car and do not have access to the t-mobile "" hot-spots "" ."	-1
1029	-1	after using the bulky 3650 for three weeks , i searched for a smaller alternative .	-1
1030	-1	any disadvantages are easily outweighed by its advantages .	-1
1031	-1	the combination of the nokia 6610 and t-mobile service ( signal , price , service ) is a winner , i highly recommend it .	1
1032	-1	i am bored with the silver look .	-1
1033	1	overall this is the best phone i have ever owned .	1
1034	-1	what it lacks for me is n't available on one phone yet , namely gsm850 ( also sometimes known as gsm800 ) , bluetooth and edge .	-1
1035	-1	frequent signal searches eat up battery power .	-1
1036	-1	that was annoying .	-1
1037	-1	i was immediately interested in the 6610 .	-1
1038	-1	this is a very nice phone , but there is no warranty on it .	1
1039	-1	the phone has a few minor inconveniences , but only because it lacks those features , bluetooth and high spend internet , but there are very few problems with things that you expected this phone to do .	-1
1040	-1	i 've had an assortment of cell phones over the years ( motorola , sony ericsson , nokia etc. ) and in my opinion , nokia has the best menus and promps hands down .	-1
1041	-1	i can routinely talk on the phone in my house in the suburbs , which is an unaccustomed luxury , even with t-mobile service .	-1
1042	-1	one thing that i found out recently is that you do n't need t-zones from tmobile to go online .	-1
1043	-1	yet they 've gotten rid of most of the languages that should be in the phone , including italian , german , and dutch .	-1
1044	1	the pc sync feature is superb that comes with nokia pc suite software ( with data cable or infrared port or bluetooth ) .	-1
1045	-1	one complaint ... the screen is too easily scratched !	-1
1046	-1	do too many stuffs to get to a free phone after rebate .	-1
1047	-1	the phone may look large but it is very small smaller then the 3390 phone .	1
1048	1	excellent phone , the phone looks much better than what u see in the pictures .	1
1049	-1	every t-mobile plan comes with gsm data , meaning that instead of speeds of 56 kbps is around 9 kbps ( with those small size wap websites do you really think it makes a difference ) .	-1
1050	-1	just maintain them ( phonebook , calendar and to-do list ) in ms outlook or lotus notes and transfer data back and forth .	-1
1051	-1	it is not as good as the samsung phones that i have used earlier .	-1
1052	-1	poor visibility on the keys .	-1
1053	-1	so when the quad bands start appearing i will be upgrading again .	-1
1054	-1	the t610 has the most functionality hands down .	-1
1055	1	yes , the features are numerous .	-1
1056	-1	so loud , really , that it does n't work terribly well as a silent ringer option .	-1
1057	-1	it defaulted to unchangeable email .	-1
1058	-1	most of our emplyees use this model phone .	-1
1059	-1	buttons do seem a little sticky tho .. and the hands free kits ' connector might be a problem ..	-1
1060	-1	it was worth a shot -- too bad it did n't work out .	-1
1061	-1	their network coverage is very sporadic , and the network always seems overloaded , resulting in very unpleasant calling experience .	-1
1062	-1	if you buy the stereo headset , you will enjoy it much more .	-1
1063	-1	truly , i am quite impressed . . ! !	-1
1064	1	nokia does not disappoint in this model .	-1
1065	1	the sound quality is excellent , except , maybe a * tad * too quiet at times when there are quieter talkers on the other end of the line .	1
1066	-1	friends of mine are always asking about it and wanting to use it .	-1
1067	-1	i love the pros and cons reviews so here ya go :	1
1068	1	great screen and great sound .	1
1069	-1	oh and before anyone comments yes i know motorola have announced a quad band edge bluetooth phone , but its not shipping at time of writing and the tri-band gsm850 phones lack the gsm900 band which is important if you like me globally roam .	-1
1070	-1	after having had my heart broken by a sexy piece of hardware that simply would n't perform .	-1
1071	-1	is this how nokia subsidizes their free pc software ?	-1
1072	1	the design is sleek and the color screen has good resolution .	1
1073	-1	the massive phonebook can hold 300 entries , with multiple phone number per entry , so you can program your boss 's home , work and cellphone numbers all under one contact .	-1
1074	-1	it is a teeny phone , so it is hard to put a big mechanism in .	-1
1075	-1	i considered this phone ( nokia 6610 ) , mainly because of my sister and the features .	-1
1076	-1	i felt that i should write this comment asap , as i am quite excited in using its features .	-1
1077	-1	the s105 ( samsung ) has a beautiful big display ( 65,000 colors ) , and i can 't say much about the motorolla .	-1
1078	1	but , i would definately recommend this phone .	-1
1079	-1	regarding pc software support nokia suite does not work with some versions of xp as i tried to connect my phone via infrared port on my laptop .	-1
1080	-1	i 've bought the very expensive sanyo 5500/vm4500 -- which i love -- and i 'm okay with my services .	1
1081	1	while i like the performance of the phone in every regard , i would buy another one solely upon the apparent indestructibility of it .	-1
1082	-1	the more subtle tones that were included with the phone are hard to hear at times .	-1
1083	1	the radio feature has superb sound quality .	1
1084	1	nokia makes a great phone , that 's clear .	1
1085	1	overall an excellent phone .	1
1086	-1	i do n't use the vibration , because it is often easier to hear it vibrate then to feel it .	-1
1087	-1	the vibration is not top .	-1
1088	-1	in all a winning combination .	-1
1089	1	the screen is bright , easy to see in the daylight , with nice colors .	1
1090	-1	reason ?	-1
1091	-1	the t610 can also compose music , a feature which most wo n't use .	-1
1092	-1	forget talking on it in public -- you just can 't hear the other person !	-1
1093	1	nokia and t-mobile really teamed up well on this baby .	-1
1094	1	the reception and sound quality are top-notch .	-1
1095	-1	battery :	-1
1096	-1	the keys are close together , and the layout is a bit funky in relation to standard rectangular layout keypads , but it 's not too weird .	-1
1097	1	the built in fm radio is excellent for people traveling by public transport .	1
1098	1	it has lots of little cute features , my favorite being the games and the pim ( personal information manager -- i.e. organizer ) , and the radio !	1
1099	-1	i called nokia tech support and they blamed microsoft .	-1
1100	-1	and no t-zones .	-1
1101	-1	now my little 6610 is the most coveted item at school !	-1
1102	-1	at my heaviest usage , i must recharge after 3 days .	-1
1103	1	it is amazing that the battery lasts so long when the phone is so small and light .	1
1104	-1	- some features in the user interface	-1
1105	1	t-mobile was a pretty good server .	-1
1106	-1	every phone experience has started with a very brief time on hold followed by a cheerful representative answering the phone .	-1
1107	-1	that is a major minus , but its not that bad .	-1
1108	-1	below is how i evaulate this phone with other t-mobile phones which i have borrowed from parents / friends :	1
1109	-1	all these phones have color screens , polymorphic tones , and are internet ready .	-1
1110	-1	word ... peace in the east bruvah .	-1
1111	-1	i myself find this great for when i am at a site i can run to my truck and hook up my modem cable ( 49.99 @ nokiausa.com or t-mobile.com ) press dial up on my laptop ( by the way it is a mac pb 1gz. and in a matter of seconds i can access my email , fax , and the entire web from my truck !	-1
1112	-1	i thought it would be haggard but when i be gotted this junky i was mad happy and stuff .	-1
1113	1	this phone has many other features , ir , ; just to name one , the features above i view as the most beneficial .	-1
1114	1	the color screen is a plus , as are the polyphonic ringtones .	-1
1115	-1	the speakerphone :	-1
1116	-1	you have to tilt the phone around to catch the light on them .	-1
1117	-1	i have been assured this will be fixed soon .	-1
1118	1	this phone is great as a whole and is not like others with one or two good qualities .	1
1119	-1	only con i can think of is no camera ... .	-1
1120	-1	this is almost it but not quite but the price was right .	1
1121	-1	i returned to the store , whereupon the clerk insisted that he could make it work ; he could n't .	-1
1122	1	additionally , it has more fun stuff like more tones , wallpapers , screensaver , stop clock , alarm , java applications ( chess , currency converter etc. )	-1
1123	-1	"since i received the phone , i spent countless hours on the phone with customer service reps who promised t-zones would work "" in 24 hours "" ."	-1
1124	-1	finally , i reiterate my thumbs-down rating for t-mobile as a carrier .	-1
1125	-1	great features . .	1
1126	-1	i have read a lot of the reviews and my phone does not have a hiss or anything that people are talking about .	-1
1127	-1	you do take your chances with this phone .	-1
1128	-1	"also , they 'd forgotten to add "" wap "" capability to my service ( duh ) , so that took another 4-5 days of figuring out ."	-1
1129	-1	i 'm pay in auto-debit in my account .	-1
1130	-1	cons :	-1
1131	-1	i can replace that if the scratch is unbearable to look at .	-1
1132	-1	anyways there are ways to set up your 6610 to connect to csd which uses regular minutes and you are surfing the net , being able to download pics and ringtones ( not java apps , you need t-zones for that ) .	-1
1133	-1	the headset that comes with the phone has good sound volume but it hurts the ears like you cannot imagine !	1
1134	-1	i think there is a good chance i will try to get a samsung flip camera phone next year .	-1
1135	-1	i purchased this phone after having been an at &#38; t subscriber with a nokia 8260 phone for over three years .	-1
1136	1	anything this phone does , it does perfectly .	1
1137	-1	i realize this is for quality assurance purposes , but i should have the right to say when my questions have not been answered ( i.e. me :	-1
1138	-1	it also has a stock tracking app built in ( also useless ) and a somewhat useful application which converts all types of metrics ( currency , length , area , etc ) .	-1
1139	-1	overall design :	1
1140	-1	the screen is easily scratched but if you have the warranty you should be able to swap it out .	-1
1141	1	this phone won me over , and a big seller was the size ; it fits nicely into any pocket without falling out .	1
1142	1	the speakerphone works better than any speakerphone i 've ever had .	1
1143	1	this phone is one of the few phones that have an fm radio tuner built in .	-1
1144	-1	cons :	-1
1145	1	when you put this phone in your pocket you forget it is there ; it is unbelievably small and oh , so light .	1
1146	1	this is the best phone i have seen .	1
1147	1	great phone , easy to use , excellent network , no regrets ! ! !	1
1148	-1	so how can i do that ... are n't that free for two after the rebates .	-1
1149	1	i 'm staying with sprint , and though i fear that their csr is n't nearly as good as t-mobile 's , the clarity of their reception is exceptional .	-1
1150	-1	features :	-1
1151	-1	i must have heard this about a dozen times over the span of 2 weeks , when t-zones never worked .	-1
1152	-1	for those that are looking for camera phones just get the camera attachement and comes with the stereo headphones to listen to the radio in style .	-1
1153	-1	go for it !	-1
1154	1	i highly recommend this phone to anyone .	1
1155	1	with all its complicated features , the menus are easily accessible and the quality of the features is great .	1
1156	-1	that said this phone does what it does extremely well - way better than anything motorola can produce .	-1
1157	-1	i do hope that they offer more faceplate options .	-1
1158	-1	yes it is 56k speed , but the functionality is what you are paying for .	-1
1159	-1	the 6610 has the radio function which is utterly useless .	-1
1160	1	i love the fact i can carry it in my shirt or pants pocket and forget about it .	1
1161	-1	the internet functions of the phone - wap and gprs - will only work through t-mobile 's services , because they have deleted the menu options that would enable you to configure the phone to be used on a different network .	-1
1162	1	great phone , i 'd buy another .	1
1163	-1	the vibrate setting is loud !	-1
1164	-1	when i first saw the 6610 , i thought it was too small .	-1
1165	-1	although i find it more convenient to use 1-touch dialing , this phone does not have voice dialing .	-1
1166	-1	it puts an end to organizational deficiencies as well as communications and internet , without a bulky phone like the treo or something , which i had to cell because i was so unhappy with it .	-1
1167	1	the battery is alot better than most of the phones out there .	-1
1168	-1	a great deal in general !	1
1169	-1	find another phone , or buy this one in its manufacturer-unlocked form .	-1
1170	-1	by what time standards -- martian ?	-1
1171	-1	the 6610 is still easier to use than the other two phones ( t610 , t720i ) .	-1
1172	1	overall this is a slightly better than average phone .	1
1173	-1	i find the lack of entertaining games on this phone quite disturbing .	-1
1174	-1	i do here a constant high-pitched distorted sound , not to mention the volume does not seem to be loud enough .	-1
1175	1	the speaker phone is very functional and i use it in the car , very audible even with freeway noise .	1
1176	-1	i 'd like a camera phone , but i 'd rather have a phone than a toy that takes pictures but makes no calls ...	-1
1177	1	we hardly ever have to charge them , get great reception ( live in chicago ) , and the customization and applications are awesome .	1
1178	-1	he spent another half hour on the phone with tech support , to no avail .	-1
1179	1	there is much which has been said in other reviews about the features of this phone , it is a great phone , mine worked without any problems right out of the box .	1
1180	-1	i have excellent hearing but the volume level on this phone is especially quiet .	1
1181	-1	ring tones only come with crazy songs and annoying rings , there is only one ring that sounds close to a regular ring .	-1
1182	-1	the ear-piece has a button that answers and hangs-up the phone so you do not have to mess with the phone at all , unless dialing a number .	-1
1183	-1	the nokia , samsung and the sony phones can all last for 3 days provided you do n't talk too much .	-1
1184	-1	i got this phone in t-mobile 's current customer retention program for very little money and no contract renewal .	1
1185	-1	i 'd like to see my old carrier do that !	-1
1186	-1	the 6610 is the actually the longest but they are all very small .	1
1187	-1	i took great care of the screen , till i realized that the part that might get scratched is part of the cover .	1
1188	-1	the backlight on the phone goes off way too quickly ( dangerous when you 're driving at night ) , and there 's no way to change this --	-1
1189	1	 I do n't want to be a sensationalist but this computer is incredible .	-1
1190	-1	 I do n't know why people buy expensive gadgets like ipad2 3G ... very satisfied and I think I made very good decision .	-1
1191	1	 it 's far from expensive for the specifications but there is a lot more than in there ... i like it so much ... its nicely designed for the portable user and I like the Ferrari design on it .	1
1192	-1	 If you spend a lot of money on a Mac Book Pro spend these extra few hundred too if you prefer a relaxed life .	-1
1193	-1	 There 's also no height adjustability , so it sits very low to the desk .	-1
1194	1	 Apple 's wireless keyboard and mouse work flawlessly with the mini .	-1
